name,mark,year,mileage,engine_power_kW,engine_power_hp,fuel_type,consumption_(l/100 km),ecology_(gCO2/km),gearbox,price,currency,country,engine_size,nr_of_accidents,color_exterior,color_interior,price_eur
ford escape se 4wd,ford,2017,69137.0,,,unknown,,,unknown,16990.0,USD,United States,0.0,0.0,black , black ,15043.39
honda civic ex-t coupe cvt,honda,2017,144427.0,,,unknown,,,unknown,12800.0,USD,United States,0.0,2.0,black , unknown ,11333.45
toyota corolla le cvt,toyota,2017,49251.0,,,unknown,,,unknown,13900.0,USD,United States,0.0,0.0,silver , black ,12307.42
ford focus se hatchback,ford,2014,163241.0,,,unknown,,,unknown,6500.0,USD,United States,0.0,1.0,black , unknown ,5755.27
nissan altima sr fwd,nissan,2019,9997.0,,,unknown,,,unknown,17950.0,USD,United States,0.0,1.0,black , black ,15893.39
chevrolet equinox lt with 1lt fwd,chevrolet,2017,177255.0,,,unknown,,,unknown,10560.0,USD,United States,0.0,1.0,silver , black ,9350.1
ford fusion se awd,ford,2016,196185.0,,,unknown,,,unknown,8601.0,USD,United States,0.0,0.0,gray , black ,7615.55
chrysler 300 limited awd,chrysler,2019,17704.0,,,unknown,,,unknown,24983.0,USD,United States,0.0,0.0,white , black ,22120.6
ford escape se fwd,ford,2014,181408.0,,,unknown,,,unknown,7924.0,USD,United States,0.0,1.0,white , gray ,7016.11
nissan sentra s cvt,nissan,2018,55727.0,,,unknown,,,unknown,10295.0,USD,United States,0.0,0.0,black , black ,9115.46
chevrolet malibu lt with 1lt,chevrolet,2019,31183.0,,,unknown,,,unknown,17000.0,USD,United States,0.0,0.0,black , black ,15052.24
toyota camry le automatic,toyota,2019,37280.0,,,unknown,,,unknown,17948.0,USD,United States,0.0,0.0,white , black ,15891.62
ford fusion sport fwd,ford,2010,196213.0,,,unknown,,,unknown,5000.0,USD,United States,0.0,0.0,gray , unknown ,4427.13
ford escape se 4wd,ford,2017,80559.0,,,unknown,,,unknown,14999.0,USD,United States,0.0,0.0,gray , black ,13280.5
hyundai elantra sel 2.0l automatic,hyundai,2019,46805.0,,,unknown,,,unknown,12995.0,USD,United States,0.0,0.0,gray , gray ,11506.11
dodge grand caravan sxt,dodge,2019,54834.0,,,unknown,,,unknown,14999.0,USD,United States,0.0,0.0,white , black ,13280.5
hyundai elantra sel 2.0l automatic,hyundai,2019,57301.0,,,unknown,,,unknown,10995.0,USD,United States,0.0,1.0,blue , gray ,9735.26
nissan sentra sv cvt,nissan,2017,139252.0,,,unknown,,,unknown,7985.0,USD,United States,0.0,0.0,white , black ,7070.13
dodge journey gt awd,dodge,2019,44304.0,,,unknown,,,unknown,18995.0,USD,United States,0.0,0.0,gray , black ,16818.66
honda cr-v lx awd,honda,2014,122820.0,,,unknown,,,unknown,11399.0,USD,United States,0.0,2.0,black , black ,10092.97
nissan rogue 2017.5 sl fwd,nissan,2017,46739.0,,,unknown,,,unknown,16987.0,USD,United States,0.0,0.0,white , black ,15040.73
nissan altima sr fwd,nissan,2019,9997.0,,,unknown,,,unknown,17950.0,USD,United States,0.0,1.0,black , black ,15893.39
nissan rogue sv fwd,nissan,2019,37337.0,,,unknown,,,unknown,14998.0,USD,United States,0.0,0.0,gray , black ,13279.62
chevrolet malibu lt,chevrolet,2020,23842.0,,,unknown,,,unknown,19000.0,USD,United States,0.0,1.0,silver , black ,16823.09
kia soul + automatic,kia,2019,53438.0,,,unknown,,,unknown,14391.0,USD,United States,0.0,0.0,gray , black ,12742.16
dodge grand caravan sxt,dodge,2019,56058.0,,,unknown,,,unknown,16499.0,USD,United States,0.0,0.0,red , black ,14608.64
dodge grand caravan sxt,dodge,2019,63735.0,,,unknown,,,unknown,16490.0,USD,United States,0.0,0.0,red , black ,14600.67
kia soul + automatic,kia,2019,36249.0,,,unknown,,,unknown,14987.0,USD,United States,0.0,0.0,white , black ,13269.88
nissan altima sl fwd,nissan,2019,24353.0,,,unknown,,,unknown,19900.0,USD,United States,0.0,0.0,black , black ,17619.98
hyundai elantra limited 2.0l sedan automatic (pzev),hyundai,2017,107552.0,,,unknown,,,unknown,11846.0,USD,United States,0.0,0.0,red , beige ,10488.76
mitsubishi outlander sport se 2.0 fwd cvt,mitsubishi,2019,44793.0,,,unknown,,,unknown,13798.0,USD,United States,0.0,0.0,gray , black ,12217.11
ford fusion hybrid se fwd,ford,2019,28344.0,,,unknown,,,unknown,17295.0,USD,United States,0.0,0.0,black , black ,15313.44
toyota 4runner sr5 4wd,toyota,2019,41693.0,,,unknown,,,unknown,30898.0,USD,United States,0.0,0.0,white , black ,27357.89
nissan rogue sv fwd,nissan,2019,67736.0,,,unknown,,,unknown,15170.0,USD,United States,0.0,0.0,gray , black ,13431.91
dodge grand caravan sxt,dodge,2019,72337.0,,,unknown,,,unknown,16777.0,USD,United States,0.0,0.0,white , black ,14854.79
"ram 2500 big horn crew cab 6'4"" box 4wd",ram,2019,18833.0,,,unknown,,,unknown,36990.0,USD,United States,0.0,0.0,white , black ,32751.9
nissan sentra s cvt,nissan,2018,83169.0,,,unknown,,,unknown,9795.0,USD,United States,0.0,0.0,silver , black ,8672.75
chevrolet malibu ls,chevrolet,1997,270099.0,,,unknown,,,unknown,1500.0,USD,United States,0.0,0.0,white , beige ,1328.14
hyundai elantra sel 2.0l automatic,hyundai,2019,55130.0,,,unknown,,,unknown,12990.0,USD,United States,0.0,0.0,silver , black ,11501.68
dodge grand caravan sxt,dodge,2019,69269.0,,,unknown,,,unknown,17899.0,USD,United States,0.0,0.0,silver , black ,15848.24
mercedes-benz gle gle 350 4matic suv,mercedes,2017,35845.0,,,unknown,,,unknown,28881.0,USD,United States,0.0,0.0,white , black ,25571.99
dodge journey gt fwd,dodge,2019,56198.0,,,unknown,,,unknown,16777.0,USD,United States,0.0,0.0,white , black ,14854.79
kia optima lx i4 automatic,kia,2008,182459.0,,,unknown,,,unknown,3995.0,USD,United States,0.0,1.0,silver , unknown ,3537.28
toyota 4runner sr5 4wd,toyota,2019,55371.0,,,unknown,,,unknown,30999.0,USD,United States,0.0,0.0,black , black ,27447.32
nissan rogue sv fwd,nissan,2019,41848.0,,,unknown,,,unknown,17510.0,USD,United States,0.0,0.0,silver , black ,15503.81
nissan sentra s cvt,nissan,2018,55727.0,,,unknown,,,unknown,10295.0,USD,United States,0.0,0.0,black , black ,9115.46
toyota corolla le cvt,toyota,2020,14528.0,,,unknown,,,unknown,18588.0,USD,United States,0.0,0.0,gray , gray ,16458.3
ford fusion hybrid se fwd,ford,2019,35752.0,,,unknown,,,unknown,16987.0,USD,United States,0.0,0.0,white , gray ,15040.73
ford fusion hybrid se fwd,ford,2019,61239.0,,,unknown,,,unknown,15230.0,USD,United States,0.0,0.0,red , gray ,13485.04
pontiac grand prix 4dr sedan,pontiac,2007,306635.0,,,unknown,,,unknown,3488.0,USD,United States,0.0,0.0,silver , unknown ,3088.37
bmw x3 xdrive28i awd,bmw,2013,75007.0,,,unknown,,,unknown,13397.0,USD,United States,0.0,1.0,black , black ,11862.05
ford focus se hatchback,ford,2014,120334.0,,,unknown,,,unknown,5990.0,USD,United States,0.0,0.0,black , gray ,5303.7
kia soul + automatic,kia,2019,51391.0,,,unknown,,,unknown,11961.0,USD,United States,0.0,0.0,black , black ,10590.58
mercedes-benz s-class s 550 sedan rwd,mercedes,2011,124563.0,,,unknown,,,unknown,21950.0,USD,United States,0.0,0.0,black , gray ,19435.1
kia optima lx,kia,2019,66907.0,,,unknown,,,unknown,12857.0,USD,United States,0.0,0.0,silver , black ,11383.92
kia optima lx automatic,kia,2020,24887.0,,,unknown,,,unknown,14990.0,USD,United States,0.0,0.0,gray , black ,13272.53
nissan sentra sv cvt,nissan,2019,46185.0,,,unknown,,,unknown,14490.0,USD,United States,0.0,0.0,white , black ,12829.82
ford fusion hybrid se fwd,ford,2019,58192.0,,,unknown,,,unknown,16000.0,USD,United States,0.0,0.0,black , black ,14166.81
nissan sentra s cvt,nissan,2019,67739.0,,,unknown,,,unknown,11988.0,USD,United States,0.0,0.0,gray , black ,10614.49
dodge grand caravan sxt,dodge,2019,61078.0,,,unknown,,,unknown,18273.0,USD,United States,0.0,0.0,silver , black ,16179.39
ford fusion hybrid se fwd,ford,2019,41999.0,,,unknown,,,unknown,15041.0,USD,United States,0.0,0.0,red , unknown ,13317.69
chevrolet volt hatch,chevrolet,2013,205281.0,,,unknown,,,unknown,6980.0,USD,United States,0.0,0.0,black , black ,6180.27
chevrolet silverado 1500 lt with 1lt crew cab short box 2wd,chevrolet,2014,305769.0,,,unknown,,,unknown,13995.0,USD,United States,0.0,0.0,white , black ,12391.54
hyundai elantra se 2.0l sedan automatic (alt),hyundai,2017,131733.0,,,unknown,,,unknown,8795.0,USD,United States,0.0,2.0,black , gray ,7787.32
nissan sentra sv cvt,nissan,2019,41854.0,,,unknown,,,unknown,12266.0,USD,United States,0.0,0.0,silver , black ,10860.63
ford fusion hybrid se fwd,ford,2019,43747.0,,,unknown,,,unknown,15795.0,USD,United States,0.0,0.0,gray , black ,13985.3
nissan rogue select s fwd,nissan,2015,175396.0,,,unknown,,,unknown,7088.0,USD,United States,0.0,0.0,white , black ,6275.9
ford fusion hybrid se fwd,ford,2019,45462.0,,,unknown,,,unknown,14995.0,USD,United States,0.0,0.0,silver , gray ,13276.96
hyundai tucson se fwd,hyundai,2017,168024.0,,,unknown,,,unknown,9988.0,USD,United States,0.0,0.0,gray , gray ,8843.63
nissan altima sl fwd,nissan,2019,59256.0,,,unknown,,,unknown,17100.0,USD,United States,0.0,0.0,black , black ,15140.78
nissan sentra sv cvt,nissan,2019,49840.0,,,unknown,,,unknown,13969.0,USD,United States,0.0,0.0,white , black ,12368.51
ford fusion hybrid se fwd,ford,2019,82263.0,,,unknown,,,unknown,15419.0,USD,United States,0.0,0.0,white , black ,13652.38
toyota corolla le cvt,toyota,2017,33796.0,,,unknown,,,unknown,10997.0,USD,United States,0.0,1.0,silver , gray ,9737.03
dodge avenger se fwd,dodge,2012,185845.0,,,unknown,,,unknown,4995.0,USD,United States,0.0,1.0,gray , black ,4422.7
dodge grand caravan sxt,dodge,2019,40906.0,,,unknown,,,unknown,16690.0,USD,United States,0.0,0.0,silver , black ,14777.76
nissan nv200 sv,nissan,2015,238946.0,,,unknown,,,unknown,6880.0,USD,United States,0.0,0.0,white , gray ,6091.73
nissan altima 2.5 s sedan cvt,nissan,2012,236477.0,,,unknown,,,unknown,5299.0,USD,United States,0.0,1.0,black , gray ,4691.87
dodge grand caravan sxt,dodge,2019,79674.0,,,unknown,,,unknown,15999.0,USD,United States,0.0,0.0,black , black ,14165.93
ford fusion titanium awd,ford,2019,51034.0,,,unknown,,,unknown,17995.0,USD,United States,0.0,0.0,white , brown ,15933.24
ford fusion hybrid titanium fwd,ford,2019,18921.0,,,unknown,,,unknown,18995.0,USD,United States,0.0,1.0,silver , black ,16818.66
nissan rogue sv fwd,nissan,2019,57569.0,,,unknown,,,unknown,16295.0,USD,United States,0.0,0.0,silver , black ,14428.01
dodge journey gt awd,dodge,2019,51718.0,,,unknown,,,unknown,19627.0,USD,United States,0.0,0.0,silver , black ,17378.25
nissan sentra s cvt,nissan,2019,53852.0,,,unknown,,,unknown,11242.0,USD,United States,0.0,0.0,black , black ,9953.96
ford fiesta se hatchback,ford,2019,46196.0,,,unknown,,,unknown,8948.0,USD,United States,0.0,0.0,white , black ,7922.79
chevrolet impala lt with 1lt,chevrolet,2019,41399.0,,,unknown,,,unknown,17999.0,USD,United States,0.0,0.0,black , black ,15936.78
honda pilot touring with navigation/rear entertainment system 4wd,honda,2012,399732.0,,,unknown,,,unknown,6995.0,USD,United States,0.0,0.0,white , black ,6193.55
scion xd base automatic,scion,2008,157960.0,,,unknown,,,unknown,5499.0,USD,United States,0.0,0.0,blue , gray ,4868.96
toyota corolla le cvt,toyota,2020,34781.0,,,unknown,,,unknown,16294.0,USD,United States,0.0,0.0,white , black ,14427.13
toyota camry se automatic,toyota,2019,65592.0,,,unknown,,,unknown,18687.0,USD,United States,0.0,0.0,white , gray ,16545.95
nissan versa sv cvt,nissan,2018,64290.0,,,unknown,,,unknown,8582.0,USD,United States,0.0,0.0,black , black ,7598.72
honda civic lx sedan cvt,honda,2017,80831.0,,,unknown,,,unknown,15505.0,USD,United States,0.0,0.0,white , beige ,13728.53
nissan rogue s fwd,nissan,2016,176527.0,,,unknown,,,unknown,8490.0,USD,United States,0.0,1.0,red , beige ,7517.27
kia optima lx,kia,2019,39794.0,,,unknown,,,unknown,15740.0,USD,United States,0.0,0.0,white , black ,13936.6
infiniti qx80 luxe awd,infiniti,2019,52072.0,,,unknown,,,unknown,40920.0,USD,United States,0.0,0.0,black , gray ,36231.63
toyota corolla le cvt,toyota,2020,48782.0,,,unknown,,,unknown,16988.0,USD,United States,0.0,0.0,gray , unknown ,15041.62
nissan sentra sv cvt,nissan,2017,31451.0,,,unknown,,,unknown,10999.0,USD,United States,0.0,0.0,gray , black ,9738.8
ford fusion hybrid se fwd,ford,2019,45728.0,,,unknown,,,unknown,15975.0,USD,United States,0.0,0.0,black , unknown ,14144.68
ford fusion hybrid se fwd,ford,2019,47386.0,,,unknown,,,unknown,16000.0,USD,United States,0.0,0.0,black , gray ,14166.81
buick century custom,buick,2003,241178.0,,,unknown,,,unknown,2000.0,USD,United States,0.0,0.0,white , gray ,1770.85
honda accord lx sedan cvt,honda,2017,34121.0,,,unknown,,,unknown,14998.0,USD,United States,0.0,0.0,gray , gray ,13279.62
nissan versa sv sedan cvt,nissan,2019,49949.0,,,unknown,,,unknown,11693.0,USD,United States,0.0,0.0,white , black ,10353.28
chevrolet malibu lt,chevrolet,2020,15635.0,,,unknown,,,unknown,19988.0,USD,United States,0.0,0.0,black , gray ,17697.89
ford fusion hybrid se fwd,ford,2019,47767.0,,,unknown,,,unknown,15965.0,USD,United States,0.0,0.0,white , unknown ,14135.82
toyota corolla le cvt,toyota,2020,10134.0,,,unknown,,,unknown,18388.0,USD,United States,0.0,0.0,white , black ,16281.21
chevrolet malibu lt with 1lt,chevrolet,2019,31183.0,,,unknown,,,unknown,17000.0,USD,United States,0.0,0.0,black , black ,15052.24
nissan sentra sv cvt,nissan,2019,58797.0,,,unknown,,,unknown,12988.0,USD,United States,0.0,0.0,black , black ,11499.91
nissan altima sl fwd,nissan,2019,48599.0,,,unknown,,,unknown,19152.0,USD,United States,0.0,0.0,black , black ,16957.68
infiniti qx80 luxe awd,infiniti,2019,52984.0,,,unknown,,,unknown,40880.0,USD,United States,0.0,0.0,black , gray ,36196.21
ford focus se hatchback,ford,2014,163241.0,,,unknown,,,unknown,6500.0,USD,United States,0.0,1.0,black , unknown ,5755.27
bmw 3 series 330i sedan rwd,bmw,2017,81291.0,,,unknown,,,unknown,18400.0,USD,United States,0.0,0.0,white , unknown ,16291.84
ford fusion se fwd,ford,2017,80899.0,,,unknown,,,unknown,11999.0,USD,United States,0.0,1.0,silver , black ,10624.23
nissan sentra sv cvt,nissan,2017,83359.0,,,unknown,,,unknown,9995.0,USD,United States,0.0,1.0,gray , black ,8849.83
toyota corolla le cvt,toyota,2017,96670.0,,,unknown,,,unknown,11411.0,USD,United States,0.0,1.0,black , black ,10103.59
dodge grand caravan sxt,dodge,2019,37313.0,,,unknown,,,unknown,18995.0,USD,United States,0.0,0.0,red , black ,16818.66
toyota rav4 hybrid le awd,toyota,2019,3225.0,,,unknown,,,unknown,20900.0,USD,United States,0.0,2.0,white , black ,18505.4
bentley continental supersports convertible,bentley,2012,33796.0,,,unknown,,,unknown,89995.0,USD,United States,0.0,0.0,white , black ,79683.9
nissan altima 2.5 sv,nissan,2016,221499.0,,,unknown,,,unknown,7499.0,USD,United States,0.0,0.0,silver , unknown ,6639.81
nissan altima sl fwd,nissan,2019,48881.0,,,unknown,,,unknown,18991.0,USD,United States,0.0,0.0,silver , black ,16815.12
bentley flying spur w12 sedan,bentley,2008,101389.0,,,unknown,,,unknown,38500.0,USD,United States,0.0,0.0,white , unknown ,34088.9
ford fusion titanium awd,ford,2019,56359.0,,,unknown,,,unknown,20513.0,USD,United States,0.0,0.0,silver , black ,18162.74
lexus rx rx 350 awd,lexus,2008,253082.0,,,unknown,,,unknown,8488.0,USD,United States,0.0,0.0,black , unknown ,7515.49
ford ecosport titanium 4wd,ford,2019,35068.0,,,unknown,,,unknown,14900.0,USD,United States,0.0,0.0,red , unknown ,13192.85
ford fusion hybrid se fwd,ford,2019,35042.0,,,unknown,,,unknown,16695.0,USD,United States,0.0,0.0,white , gray ,14782.19
kia optima lx i4 automatic,kia,2008,182459.0,,,unknown,,,unknown,3995.0,USD,United States,0.0,1.0,silver , unknown ,3537.28
subaru forester 2.5i premium cvt (pzev),subaru,2015,96994.0,,,unknown,,,unknown,10995.0,USD,United States,0.0,2.0,blue , gray ,9735.26
hyundai elantra se 2.0l sedan automatic (ulsan),hyundai,2017,71485.0,,,unknown,,,unknown,12990.0,USD,United States,0.0,0.0,black , beige ,11501.68
mercedes-benz slc slc 300,mercedes,2018,58250.0,,,unknown,,,unknown,29795.0,USD,United States,0.0,0.0,white , gray ,26381.26
nissan sentra sv cvt,nissan,2019,50941.0,,,unknown,,,unknown,14396.0,USD,United States,0.0,0.0,black , black ,12746.59
nissan versa s plus sedan cvt,nissan,2019,99689.0,,,unknown,,,unknown,8000.0,USD,United States,0.0,0.0,black , black ,7083.41
honda civic lx sedan cvt,honda,2017,36218.0,,,unknown,,,unknown,12150.0,USD,United States,0.0,1.0,gray , black ,10757.92
ford f-150 xlt supercrew 5.5' box 4wd,ford,2019,34400.0,,,unknown,,,unknown,36995.0,USD,United States,0.0,0.0,black , unknown ,32756.33
mercedes-benz c-class c 300 with sport package sedan rwd,mercedes,2017,15429.0,,,unknown,,,unknown,22995.0,USD,United States,0.0,0.0,black , black ,20360.37
chevrolet malibu lt,chevrolet,2020,11520.0,,,unknown,,,unknown,19988.0,USD,United States,0.0,0.0,silver , black ,17697.89
honda civic lx sedan cvt,honda,2017,52140.0,,,unknown,,,unknown,12785.0,USD,United States,0.0,0.0,black , black ,11320.17
mercedes-benz gle gle 350 4matic suv,mercedes,2017,48642.0,,,unknown,,,unknown,34997.0,USD,United States,0.0,0.0,white , black ,30987.25
nissan pathfinder sv fwd,nissan,2019,57642.0,,,unknown,,,unknown,22000.0,USD,United States,0.0,0.0,white , black ,19479.37
"ram 1500 classic big horn crew cab 6'4"" box 2wd",ram,2019,27512.0,,,unknown,,,unknown,26990.0,USD,United States,0.0,0.0,white , black ,23897.64
dodge journey gt awd,dodge,2019,59626.0,,,unknown,,,unknown,19999.0,USD,United States,0.0,0.0,red , black ,17707.63
hyundai elantra se 2.0l sedan automatic (ulsan),hyundai,2017,71485.0,,,unknown,,,unknown,12990.0,USD,United States,0.0,0.0,black , beige ,11501.68
chevrolet express passenger 3500 lt lwb,chevrolet,2019,50722.0,,,unknown,,,unknown,20050.0,USD,United States,0.0,0.0,white , gray ,17752.79
nissan rogue sv fwd,nissan,2019,45945.0,,,unknown,,,unknown,16987.0,USD,United States,0.0,0.0,white , black ,15040.73
nissan rogue sv fwd,nissan,2019,57835.0,,,unknown,,,unknown,17900.0,USD,United States,0.0,0.0,blue , black ,15849.12
ford fusion hybrid se fwd,ford,2019,52645.0,,,unknown,,,unknown,14453.0,USD,United States,0.0,0.0,blue , black ,12797.06
chevrolet silverado 1500 lt with 1lt crew cab short box 2wd,chevrolet,2014,205370.0,,,unknown,,,unknown,17999.0,USD,United States,0.0,0.0,black , brown ,15936.78
kia soul + automatic,kia,2019,26639.0,,,unknown,,,unknown,14775.0,USD,United States,0.0,0.0,red , black ,13082.17
toyota 4runner sr5 4wd,toyota,2019,41450.0,,,unknown,,,unknown,31084.0,USD,United States,0.0,0.0,black , black ,27522.58
nissan rogue sv fwd,nissan,2019,57652.0,,,unknown,,,unknown,17301.0,USD,United States,0.0,0.0,blue , black ,15318.75
nissan frontier sl crew cab 4wd automatic,nissan,2019,50348.0,,,unknown,,,unknown,23995.0,USD,United States,0.0,0.0,black , gray ,21245.79
chevrolet express passenger 3500 lt lwb,chevrolet,2019,29858.0,,,unknown,,,unknown,23800.0,USD,United States,0.0,0.0,white , gray ,21073.14
nissan altima 2.5 s,nissan,2015,168482.0,,,unknown,,,unknown,7950.0,USD,United States,0.0,0.0,red , black ,7039.14
nissan sentra sv cvt,nissan,2019,60096.0,,,unknown,,,unknown,12575.0,USD,United States,0.0,0.0,silver , black ,11134.23
toyota camry le automatic,toyota,2019,63751.0,,,unknown,,,unknown,16477.0,USD,United States,0.0,0.0,black , black ,14589.16
honda accord se sedan i4 automatic,honda,2012,129253.0,,,unknown,,,unknown,8995.0,USD,United States,0.0,0.0,black , black ,7964.41
toyota corolla le cvt,toyota,2020,21296.0,,,unknown,,,unknown,15500.0,USD,United States,0.0,0.0,unknown , unknown ,13724.1
nissan sentra 2.0 s cvt,nissan,2011,159246.0,,,unknown,,,unknown,4799.0,USD,United States,0.0,0.0,red , black ,4249.16
nissan rogue sv fwd,nissan,2019,47637.0,,,unknown,,,unknown,17916.0,USD,United States,0.0,0.0,gray , black ,15863.29
hyundai elantra sel 2.0l automatic,hyundai,2019,64507.0,,,unknown,,,unknown,12777.0,USD,United States,0.0,0.0,black , gray ,11313.09
ford fusion hybrid se fwd,ford,2019,112059.0,,,unknown,,,unknown,14444.0,USD,United States,0.0,0.0,white , black ,12789.09
honda civic lx sedan automatic,honda,2013,165960.0,,,unknown,,,unknown,8950.0,USD,United States,0.0,1.0,black , black ,7924.56
