name,mark,year,mileage,engine_power_kW,engine_power_hp,fuel_type,consumption_(l/100 km),ecology_(gCO2/km),gearbox,price,currency,country,engine_size,nr_of_accidents,color_exterior,color_interior,price_eur
chevrolet malibu ls,chevrolet,1997,270099.0,,,unknown,,,unknown,1500.0,USD,United States,0.0,0.0,white , beige ,1328.14
nissan sentra sv cvt,nissan,2018,51467.0,,,unknown,,,unknown,9500.0,USD,United States,0.0,1.0,red , black ,8411.55
jeep grand cherokee laredo 4wd,jeep,1999,273904.0,,,unknown,,,unknown,3985.0,USD,United States,0.0,0.0,black , beige ,3528.42
dodge grand caravan sxt,dodge,2019,68569.0,,,unknown,,,unknown,17014.0,USD,United States,0.0,0.0,gray , black ,15064.64
kia forte lx sedan automatic,kia,2017,179448.0,,,unknown,,,unknown,6599.0,USD,United States,0.0,0.0,gray , gray ,5842.93
ford fusion hybrid se fwd,ford,2019,66331.0,,,unknown,,,unknown,14391.0,USD,United States,0.0,0.0,gray , black ,12742.16
dodge grand caravan sxt,dodge,2019,46343.0,,,unknown,,,unknown,18197.0,USD,United States,0.0,0.0,white , black ,16112.09
honda accord lx sedan cvt,honda,2017,34771.0,,,unknown,,,unknown,14900.0,USD,United States,0.0,0.0,white , beige ,13192.85
nissan sentra sv cvt,nissan,2019,59829.0,,,unknown,,,unknown,11800.0,USD,United States,0.0,0.0,black , black ,10448.03
kia soul base automatic,kia,2013,203284.0,,,unknown,,,unknown,4999.0,USD,United States,0.0,0.0,black , black ,4426.24
dodge grand caravan sxt,dodge,2019,54859.0,,,unknown,,,unknown,14991.0,USD,United States,0.0,0.0,black , black ,13273.42
kia soul + automatic,kia,2019,75625.0,,,unknown,,,unknown,14000.0,USD,United States,0.0,0.0,white , black ,12395.96
nissan sentra sv cvt,nissan,2019,43179.0,,,unknown,,,unknown,13097.0,USD,United States,0.0,0.0,white , black ,11596.42
ford escape se fwd,ford,2017,59168.0,,,unknown,,,unknown,13787.0,USD,United States,0.0,0.0,white , black ,12207.37
ford f-150 xlt supercrew 5.5' box 4wd,ford,2019,34400.0,,,unknown,,,unknown,36995.0,USD,United States,0.0,0.0,black , unknown ,32756.33
ford fusion se fwd,ford,2015,183419.0,,,unknown,,,unknown,7499.0,USD,United States,0.0,1.0,black , unknown ,6639.81
mercedes-benz sprinter passenger van 2500 standard roof swb,mercedes,2013,135478.0,,,unknown,,,unknown,21995.0,USD,United States,0.0,0.0,white , black ,19474.94
kia optima lx,kia,2019,39762.0,,,unknown,,,unknown,14800.0,USD,United States,0.0,0.0,black , black ,13104.3
ford fusion hybrid se fwd,ford,2019,43298.0,,,unknown,,,unknown,15590.0,USD,United States,0.0,0.0,black , beige ,13803.79
ford f-150 xlt supercrew 5.5' box 4wd,ford,2017,52584.0,,,unknown,,,unknown,31559.0,USD,United States,0.0,0.0,gray , gray ,27943.16
bentley continental supersports coupe,bentley,2010,54953.0,,,unknown,,,unknown,69900.0,USD,United States,0.0,0.0,blue , red ,61891.27
bentley flying spur w12 sedan,bentley,2008,101389.0,,,unknown,,,unknown,38500.0,USD,United States,0.0,0.0,white , unknown ,34088.9
ford explorer xlt fwd,ford,2017,33515.0,,,unknown,,,unknown,19149.0,USD,United States,0.0,0.0,white , black ,16955.02
chevrolet cruze lt with 1sd sedan automatic,chevrolet,2017,62235.0,,,unknown,,,unknown,10995.0,USD,United States,0.0,0.0,blue , black ,9735.26
ford fusion se fwd,ford,2013,157833.0,,,unknown,,,unknown,5991.0,USD,United States,0.0,0.0,gray , black ,5304.59
toyota corolla le cvt,toyota,2017,61015.0,,,unknown,,,unknown,9997.0,USD,United States,0.0,2.0,silver , black ,8851.6
toyota corolla le cvt,toyota,2020,16523.0,,,unknown,,,unknown,14999.0,USD,United States,0.0,0.0,white , unknown ,13280.5
hyundai elantra se 2.0l sedan automatic,hyundai,2017,128482.0,,,unknown,,,unknown,6995.0,USD,United States,0.0,0.0,black , gray ,6193.55
toyota corolla le cvt,toyota,2017,123878.0,,,unknown,,,unknown,11500.0,USD,United States,0.0,1.0,black , unknown ,10182.4
fiat 500 lounge hatchback,fiat,2018,7675.0,,,unknown,,,unknown,11995.0,USD,United States,0.0,1.0,white , black ,10620.68
honda civic lx sedan cvt,honda,2017,54085.0,,,unknown,,,unknown,13995.0,USD,United States,0.0,0.0,black , black ,12391.54
ford escape se 4wd,ford,2017,99218.0,,,unknown,,,unknown,12590.0,USD,United States,0.0,0.0,black , black ,11147.51
nissan rogue sport s fwd,nissan,2019,52310.0,,,unknown,,,unknown,14393.0,USD,United States,0.0,0.0,white , black ,12743.93
volvo xc70 3.2l,volvo,2008,172826.0,,,unknown,,,unknown,5995.0,USD,United States,0.0,1.0,gray , unknown ,5308.13
hyundai sonata sport 2.4l,hyundai,2017,301466.0,,,unknown,,,unknown,8000.0,USD,United States,0.0,0.0,white , beige ,7083.41
ford f-150 xl supercrew 5.5' box 4wd,ford,2018,138854.0,,,unknown,,,unknown,28991.0,USD,United States,0.0,1.0,white , unknown ,25669.38
chevrolet volt hatch,chevrolet,2013,205281.0,,,unknown,,,unknown,6980.0,USD,United States,0.0,0.0,black , black ,6180.27
ford f-150 xlt supercrew 5.5' box 4wd,ford,2017,28265.0,,,unknown,,,unknown,34000.0,USD,United States,0.0,0.0,white , gray ,30104.48
ford explorer xlt 4wd,ford,2017,51969.0,,,unknown,,,unknown,25988.0,USD,United States,0.0,0.0,red , black ,23010.45
honda cr-v lx awd,honda,2014,122820.0,,,unknown,,,unknown,11399.0,USD,United States,0.0,2.0,black , black ,10092.97
chevrolet silverado 1500 ls extended cab standard box 2wd,chevrolet,2010,269280.0,,,unknown,,,unknown,6000.0,USD,United States,0.0,1.0,white , gray ,5312.56
ford fusion hybrid se fwd,ford,2019,47437.0,,,unknown,,,unknown,15999.0,USD,United States,0.0,0.0,black , black ,14165.93
toyota camry le automatic,toyota,2019,20336.0,,,unknown,,,unknown,18274.0,USD,United States,0.0,1.0,gray , gray ,16180.27
nissan rogue 2017.5 sl fwd,nissan,2017,46739.0,,,unknown,,,unknown,16987.0,USD,United States,0.0,0.0,white , black ,15040.73
dodge grand caravan sxt,dodge,2019,71334.0,,,unknown,,,unknown,12999.0,USD,United States,0.0,0.0,white , black ,11509.65
ford f-150 xl supercrew 5.5' box 4wd,ford,2018,64898.0,,,unknown,,,unknown,24250.0,USD,United States,0.0,0.0,black , gray ,21471.58
ford fusion hybrid se fwd,ford,2019,53878.0,,,unknown,,,unknown,14857.0,USD,United States,0.0,0.0,gray , gray ,13154.77
toyota corolla le cvt,toyota,2020,18770.0,,,unknown,,,unknown,17929.0,USD,United States,0.0,0.0,silver , unknown ,15874.8
chrysler 300 limited rwd,chrysler,2019,30264.0,,,unknown,,,unknown,21988.0,USD,United States,0.0,0.0,black , black ,19468.74
toyota camry se automatic,toyota,2019,38739.0,,,unknown,,,unknown,18902.0,USD,United States,0.0,0.0,black , unknown ,16736.32
toyota camry se automatic,toyota,2019,62225.0,,,unknown,,,unknown,18220.0,USD,United States,0.0,0.0,silver , gray ,16132.46
toyota camry se automatic,toyota,2019,60473.0,,,unknown,,,unknown,18490.0,USD,United States,0.0,0.0,black , gray ,16371.52
porsche boxster s manual,porsche,2002,53636.0,,,unknown,,,unknown,16950.0,USD,United States,0.0,0.0,silver , gray ,15007.97
volkswagen passat tdi sel premium sedan dsg,volkswagen,2013,147369.0,,,unknown,,,unknown,8995.0,USD,United States,0.0,0.0,gray , unknown ,7964.41
chrysler 300 limited awd,chrysler,2019,17704.0,,,unknown,,,unknown,24983.0,USD,United States,0.0,0.0,white , black ,22120.6
nissan rogue sv fwd,nissan,2019,57228.0,,,unknown,,,unknown,15453.0,USD,United States,0.0,0.0,white , black ,13682.49
ford f-150 xlt supercrew 5.5' box 4wd,ford,2018,45292.0,,,unknown,,,unknown,32894.0,USD,United States,0.0,0.0,silver , gray ,29125.2
nissan frontier sv crew cab 2wd automatic,nissan,2019,42533.0,,,unknown,,,unknown,19500.0,USD,United States,0.0,0.0,white , gray ,17265.8
chevrolet malibu lt,chevrolet,2020,25088.0,,,unknown,,,unknown,18997.0,USD,United States,0.0,0.0,white , black ,16820.44
kia forte ex sedan automatic,kia,2011,159975.0,,,unknown,,,unknown,4978.0,USD,United States,0.0,0.0,white , brown ,4407.65
dodge grand caravan sxt,dodge,2019,60325.0,,,unknown,,,unknown,16900.0,USD,United States,0.0,0.0,white , black ,14963.7
hyundai genesis 3.8,hyundai,2014,143035.0,,,unknown,,,unknown,9991.0,USD,United States,0.0,0.0,black , black ,8846.29
honda civic ex sedan cvt,honda,2017,42992.0,,,unknown,,,unknown,16575.0,USD,United States,0.0,0.0,red , black ,14675.93
ford f-150 xlt supercrew 5.5' box 4wd,ford,2019,50591.0,,,unknown,,,unknown,36995.0,USD,United States,0.0,0.0,white , unknown ,32756.33
honda cr-v lx awd,honda,2014,122820.0,,,unknown,,,unknown,11399.0,USD,United States,0.0,2.0,black , black ,10092.97
chevrolet volt hatch,chevrolet,2013,79767.0,,,unknown,,,unknown,10450.0,USD,United States,0.0,0.0,white , black ,9252.7
nissan sentra sv cvt,nissan,2019,44574.0,,,unknown,,,unknown,11999.0,USD,United States,0.0,0.0,silver , black ,10624.23
dodge grand caravan sxt,dodge,2019,48696.0,,,unknown,,,unknown,16293.0,USD,United States,0.0,0.0,white , black ,14426.24
chrysler 300 limited awd,chrysler,2019,34749.0,,,unknown,,,unknown,19995.0,USD,United States,0.0,1.0,black , black ,17704.09
honda civic lx sedan cvt,honda,2017,54085.0,,,unknown,,,unknown,13995.0,USD,United States,0.0,0.0,black , black ,12391.54
ford fusion hybrid titanium fwd,ford,2019,51439.0,,,unknown,,,unknown,17590.0,USD,United States,0.0,0.0,black , black ,15574.64
dodge grand caravan sxt,dodge,2019,62745.0,,,unknown,,,unknown,18273.0,USD,United States,0.0,0.0,gray , black ,16179.39
nissan rogue sv fwd,nissan,2019,63675.0,,,unknown,,,unknown,14664.0,USD,United States,0.0,0.0,gray , black ,12983.89
nissan altima 2.5 sv,nissan,2015,154610.0,,,unknown,,,unknown,8488.0,USD,United States,0.0,3.0,white , beige ,7515.49
hyundai elantra sport 1.6t sedan manual,hyundai,2017,47184.0,,,unknown,,,unknown,13599.0,USD,United States,0.0,0.0,blue , black ,12040.91
nissan altima s fwd,nissan,2019,31505.0,,,unknown,,,unknown,16495.0,USD,United States,0.0,0.0,black , black ,14605.1
toyota corolla le cvt,toyota,2020,49109.0,,,unknown,,,unknown,16988.0,USD,United States,0.0,0.0,silver , black ,15041.62
lexus sc sc 430 convertible,lexus,2006,204467.0,,,unknown,,,unknown,10980.0,USD,United States,0.0,0.0,black , unknown ,9721.98
volvo xc70 3.2l,volvo,2008,172826.0,,,unknown,,,unknown,5995.0,USD,United States,0.0,1.0,gray , unknown ,5308.13
ford fusion hybrid se fwd,ford,2019,28344.0,,,unknown,,,unknown,17295.0,USD,United States,0.0,0.0,black , black ,15313.44
dodge grand caravan sxt,dodge,2019,36605.0,,,unknown,,,unknown,17491.0,USD,United States,0.0,1.0,silver , black ,15486.98
toyota corolla le cvt,toyota,2019,43082.0,,,unknown,,,unknown,13393.0,USD,United States,0.0,0.0,black , unknown ,11858.51
hyundai elantra se 2.0l sedan automatic (alt),hyundai,2017,78443.0,,,unknown,,,unknown,8995.0,USD,United States,0.0,1.0,white , beige ,7964.41
infiniti jx35 awd,infiniti,2013,271313.0,,,unknown,,,unknown,7804.0,USD,United States,0.0,0.0,gray , gray ,6909.86
ford escape se 4wd,ford,2017,206397.0,,,unknown,,,unknown,9999.0,USD,United States,0.0,0.0,gray , black ,8853.37
nissan sentra sv cvt,nissan,2019,39641.0,,,unknown,,,unknown,14100.0,USD,United States,0.0,0.0,silver , black ,12484.51
hyundai elantra se 2.0l sedan automatic (alt),hyundai,2017,197051.0,,,unknown,,,unknown,7499.0,USD,United States,0.0,1.0,gray , gray ,6639.81
mercedes-benz sprinter passenger van 2500 standard roof swb,mercedes,2013,135478.0,,,unknown,,,unknown,21995.0,USD,United States,0.0,0.0,white , black ,19474.94
chevrolet express passenger 3500 lt lwb,chevrolet,2019,54879.0,,,unknown,,,unknown,20700.0,USD,United States,0.0,0.0,white , gray ,18328.32
ford fusion se awd,ford,2019,41524.0,,,unknown,,,unknown,16900.0,USD,United States,0.0,0.0,black , black ,14963.7
nissan altima 2.5 s sedan cvt,nissan,2011,237298.0,,,unknown,,,unknown,4299.0,USD,United States,0.0,1.0,black , black ,3806.45
dodge grand caravan sxt,dodge,2019,70280.0,,,unknown,,,unknown,17472.0,USD,United States,0.0,0.0,white , black ,15470.16
nissan rogue s fwd,nissan,2013,138173.0,,,unknown,,,unknown,6900.0,USD,United States,0.0,1.0,white , black ,6109.44
hyundai elantra se 2.0l sedan automatic (alt),hyundai,2017,33949.0,,,unknown,,,unknown,9700.0,USD,United States,0.0,1.0,blue , gray ,8588.63
honda civic ex-t sedan cvt,honda,2017,36838.0,,,unknown,,,unknown,16987.0,USD,United States,0.0,0.0,white , gray ,15040.73
kia optima ex,kia,2015,145621.0,,,unknown,,,unknown,8944.0,USD,United States,0.0,0.0,black , gray ,7919.25
ford fusion hybrid se fwd,ford,2019,54772.0,,,unknown,,,unknown,15545.0,USD,United States,0.0,0.0,white , unknown ,13763.95
dodge grand caravan sxt,dodge,2019,71250.0,,,unknown,,,unknown,16495.0,USD,United States,0.0,0.0,silver , black ,14605.1
gmc terrain slt fwd,gmc,2019,74746.0,,,unknown,,,unknown,15995.0,USD,United States,0.0,0.0,black , black ,14162.39
nissan rogue sv fwd,nissan,2019,46975.0,,,unknown,,,unknown,15100.0,USD,United States,0.0,0.0,gray , black ,13369.93
dodge grand caravan sxt,dodge,2019,55444.0,,,unknown,,,unknown,16400.0,USD,United States,0.0,0.0,white , black ,14520.98
audi a6 prestige 3.0,audi,2019,15443.0,,,unknown,,,unknown,56988.0,USD,United States,0.0,0.0,black , brown ,50458.65
nissan maxima platinum 3.5l,nissan,2019,13699.0,,,unknown,,,unknown,33900.0,USD,United States,0.0,0.0,red , beige ,30015.94
toyota sienna le 8-passenger fwd,toyota,2017,38164.0,,,unknown,,,unknown,22595.0,USD,United States,0.0,1.0,gray , gray ,20006.2
maserati granturismo mc centennial edition convertible,maserati,2017,6365.0,,,unknown,,,unknown,109995.0,USD,United States,0.0,0.0,black , unknown ,97392.42
aston martin vanquish s volante,aston,2018,10366.0,,,unknown,,,unknown,189995.0,USD,United States,0.0,0.0,red , black ,168226.49
ferrari portofino convertible,ferrari,2019,145.0,,,unknown,,,unknown,244995.0,USD,United States,0.0,0.0,red , unknown ,216924.92
cadillac ats premium luxury sedan 3.6 rwd,cadillac,2018,27515.0,,,unknown,,,unknown,26000.0,USD,United States,0.0,0.0,silver , gray ,23021.07
gmc terrain sle-1 awd,gmc,2013,150937.0,,,unknown,,,unknown,10900.0,USD,United States,0.0,0.0,blue , black ,9651.14
mercedes-benz e-class e 300 luxury 4matic sedan,mercedes,2017,34768.0,,,unknown,,,unknown,32992.0,USD,United States,0.0,0.0,blue , beige ,29211.97
mercedes-benz gle gle 350 4matic suv,mercedes,2017,53805.0,,,unknown,,,unknown,35492.0,USD,United States,0.0,0.0,gray , black ,31425.54
lexus gx gx 460,lexus,2014,102193.0,,,unknown,,,unknown,25991.0,USD,United States,0.0,1.0,black , unknown ,23013.1
mercedes-benz gle gle 350 4matic suv,mercedes,2017,59530.0,,,unknown,,,unknown,35991.0,USD,United States,0.0,1.0,white , beige ,31867.36
honda civic lx sedan cvt,honda,2017,55374.0,,,unknown,,,unknown,15990.0,USD,United States,0.0,0.0,blue , unknown ,14157.96
honda accord sport special edition sedan cvt,honda,2017,35402.0,,,unknown,,,unknown,20999.0,USD,United States,0.0,0.0,blue , unknown ,18593.06
lexus rx rx 350 awd,lexus,2012,150207.0,,,unknown,,,unknown,15900.0,USD,United States,0.0,0.0,gray , black ,14078.27
gmc acadia slt with slt-1 fwd,gmc,2016,60682.0,,,unknown,,,unknown,19750.0,USD,United States,0.0,1.0,white , gray ,17487.16
audi s3 premium plus,audi,2017,71774.0,,,unknown,,,unknown,29997.0,USD,United States,0.0,0.0,black , black ,26560.12
audi a5 sport coupe tiptronic,audi,2017,43468.0,,,unknown,,,unknown,25695.0,USD,United States,0.0,0.0,gray , black ,22751.02
chevrolet blazer 3lt awd,chevrolet,2019,33270.0,,,unknown,,,unknown,34000.0,USD,United States,0.0,0.0,white , black ,30104.48
chevrolet suburban ls 4wd,chevrolet,2019,72202.0,,,unknown,,,unknown,41000.0,USD,United States,0.0,0.0,black , black ,36302.46
chevrolet trax lt awd,chevrolet,2018,9576.0,,,unknown,,,unknown,18552.0,USD,United States,0.0,0.0,gray , black ,16426.42
chevrolet equinox lt with 1lt awd,chevrolet,2018,49936.0,,,unknown,,,unknown,20745.0,USD,United States,0.0,0.0,gray , black ,18368.16
chevrolet silverado 1500 lt double cab standard box 4wd,chevrolet,2017,35565.0,,,unknown,,,unknown,32888.0,USD,United States,0.0,0.0,silver , black ,29119.89
lincoln mkz hybrid select fwd,lincoln,2017,65592.0,,,unknown,,,unknown,20445.0,USD,United States,0.0,0.0,silver , black ,18102.53
nissan sentra sr cvt,nissan,2017,55038.0,,,unknown,,,unknown,12934.0,USD,United States,0.0,0.0,red , black ,11452.1
nissan armada sl rwd,nissan,2019,60169.0,,,unknown,,,unknown,34994.0,USD,United States,0.0,0.0,gray , black ,30984.59
mercedes-benz glc glc 300 suv rwd,mercedes,2017,53244.0,,,unknown,,,unknown,28866.0,USD,United States,0.0,0.0,unknown , beige ,25558.7
jeep patriot high altitude fwd,jeep,2017,57124.0,,,unknown,,,unknown,16230.0,USD,United States,0.0,0.0,gray , gray ,14370.46
kia optima lx,kia,2019,59826.0,,,unknown,,,unknown,16850.0,USD,United States,0.0,0.0,silver , black ,14919.43
toyota corolla se cvt,toyota,2017,175942.0,,,unknown,,,unknown,10000.0,USD,United States,0.0,0.0,silver , gray ,8854.26
nissan altima sl fwd,nissan,2019,51544.0,,,unknown,,,unknown,18946.0,USD,United States,0.0,0.0,gray , black ,16775.28
dodge grand caravan sxt,dodge,2019,61575.0,,,unknown,,,unknown,17950.0,USD,United States,0.0,0.0,white , black ,15893.39
jeep patriot sport fwd w/ air conditioning,jeep,2010,267059.0,,,unknown,,,unknown,3500.0,USD,United States,0.0,2.0,black , gray ,3098.99
ford fusion sport fwd,ford,2010,196213.0,,,unknown,,,unknown,5000.0,USD,United States,0.0,0.0,gray , unknown ,4427.13
chevrolet malibu lt,chevrolet,2020,9083.0,,,unknown,,,unknown,19988.0,USD,United States,0.0,0.0,gray , gray ,17697.89
toyota camry se i4 automatic,toyota,2017,270359.0,,,unknown,,,unknown,9998.0,USD,United States,0.0,0.0,gray , black ,8852.49
ford fiesta se sedan,ford,2019,41276.0,,,unknown,,,unknown,8588.0,USD,United States,0.0,0.0,red , black ,7604.04
ford fusion sel fwd,ford,2019,29314.0,,,unknown,,,unknown,17999.0,USD,United States,0.0,0.0,silver , black ,15936.78
toyota corolla le cvt,toyota,2020,32435.0,,,unknown,,,unknown,16990.0,USD,United States,0.0,0.0,silver , black ,15043.39
ford escape se fwd,ford,2017,49238.0,,,unknown,,,unknown,13944.0,USD,United States,0.0,0.0,blue , black ,12346.38
dodge grand caravan sxt,dodge,2019,64715.0,,,unknown,,,unknown,16200.0,USD,United States,0.0,1.0,black , black ,14343.9
chrysler 300 s rwd,chrysler,2019,64301.0,,,unknown,,,unknown,16734.0,USD,United States,0.0,0.0,gray , black ,14816.72
ford fusion titanium awd,ford,2019,57558.0,,,unknown,,,unknown,17504.0,USD,United States,0.0,0.0,black , black ,15498.49
nissan sentra sv cvt,nissan,2019,22685.0,,,unknown,,,unknown,13997.0,USD,United States,0.0,0.0,black , black ,12393.31
nissan versa sv sedan cvt,nissan,2019,25672.0,,,unknown,,,unknown,10994.0,USD,United States,0.0,1.0,black , black ,9734.37
ford fusion hybrid se fwd,ford,2019,52645.0,,,unknown,,,unknown,14453.0,USD,United States,0.0,0.0,blue , black ,12797.06
nissan sentra sv cvt,nissan,2017,45810.0,,,unknown,,,unknown,10995.0,USD,United States,0.0,0.0,black , black ,9735.26
nissan sentra s cvt,nissan,2019,63894.0,,,unknown,,,unknown,10991.0,USD,United States,0.0,1.0,white , black ,9731.72
chrysler aspen limited 4wd,chrysler,2007,325087.0,,,unknown,,,unknown,4995.0,USD,United States,0.0,1.0,black , black ,4422.7
nissan rogue sv fwd,nissan,2019,53287.0,,,unknown,,,unknown,17295.0,USD,United States,0.0,0.0,white , black ,15313.44
nissan altima 2.5 s,nissan,2015,121505.0,,,unknown,,,unknown,7879.0,USD,United States,0.0,1.0,silver , gray ,6976.27
honda accord se sedan i4 automatic,honda,2012,129253.0,,,unknown,,,unknown,8995.0,USD,United States,0.0,0.0,black , black ,7964.41
kia soul + automatic,kia,2019,24903.0,,,unknown,,,unknown,13993.0,USD,United States,0.0,0.0,white , black ,12389.76
ford fusion titanium awd,ford,2019,56390.0,,,unknown,,,unknown,18880.0,USD,United States,0.0,0.0,black , black ,16716.84
dodge challenger r/t rwd,dodge,2019,35518.0,,,unknown,,,unknown,24679.0,USD,United States,0.0,1.0,black , black ,21851.43
chevrolet malibu lt,chevrolet,2020,19426.0,,,unknown,,,unknown,19889.0,USD,United States,0.0,0.0,white , black ,17610.24
ford fusion hybrid se fwd,ford,2019,112059.0,,,unknown,,,unknown,14444.0,USD,United States,0.0,0.0,white , black ,12789.09
ford fiesta se sedan,ford,2019,29277.0,,,unknown,,,unknown,10495.0,USD,United States,0.0,0.0,silver , unknown ,9292.54
honda accord lx sedan cvt,honda,2017,41442.0,,,unknown,,,unknown,15254.0,USD,United States,0.0,0.0,gray , black ,13506.29
dodge journey gt awd,dodge,2019,56720.0,,,unknown,,,unknown,18397.0,USD,United States,0.0,0.0,black , black ,16289.18
chevrolet equinox lt with 1lt fwd,chevrolet,2019,24177.0,,,unknown,,,unknown,15700.0,USD,United States,0.0,1.0,white , gray ,13901.19
toyota camry xle i4 automatic,toyota,2017,49305.0,,,unknown,,,unknown,16198.0,USD,United States,0.0,0.0,black , black ,14342.13
ford escape se fwd,ford,2017,94159.0,,,unknown,,,unknown,13918.0,USD,United States,0.0,0.0,red , black ,12323.36
hummer h2 suv,hummer,2006,345306.0,,,unknown,,,unknown,12900.0,USD,United States,0.0,0.0,white , beige ,11421.99
chevrolet equinox lt with 1lt awd,chevrolet,2017,116103.0,,,unknown,,,unknown,13688.0,USD,United States,0.0,0.0,white , gray ,12119.71
hyundai santa fe se 3.3l awd,hyundai,2017,184025.0,,,unknown,,,unknown,10525.0,USD,United States,0.0,0.0,white , gray ,9319.11
nissan sentra sv cvt,nissan,2019,36081.0,,,unknown,,,unknown,12995.0,USD,United States,0.0,0.0,gray , black ,11506.11
ford escape se 4wd,ford,2017,108233.0,,,unknown,,,unknown,12995.0,USD,United States,0.0,1.0,white , black ,11506.11
ford f-150 xl supercrew 5.5' box 4wd,ford,2013,142683.0,,,unknown,,,unknown,16499.0,USD,United States,0.0,0.0,white , unknown ,14608.64
ford focus se hatchback,ford,2014,120334.0,,,unknown,,,unknown,5990.0,USD,United States,0.0,0.0,black , gray ,5303.7
ford fusion se fwd,ford,2017,50057.0,,,unknown,,,unknown,13985.0,USD,United States,0.0,0.0,black , black ,12382.68
dodge grand caravan sxt,dodge,2019,66408.0,,,unknown,,,unknown,17014.0,USD,United States,0.0,0.0,white , black ,15064.64
hyundai elantra gt hatchback automatic,hyundai,2017,90588.0,,,unknown,,,unknown,9250.0,USD,United States,0.0,0.0,silver , black ,8190.19
ford escape se fwd,ford,2017,28308.0,,,unknown,,,unknown,15850.0,USD,United States,0.0,0.0,white , black ,14034.0
ford escape se 4wd,ford,2017,38661.0,,,unknown,,,unknown,14999.0,USD,United States,0.0,1.0,white , black ,13280.5
toyota camry le automatic,toyota,2019,47402.0,,,unknown,,,unknown,16075.0,USD,United States,0.0,0.0,black , unknown ,14233.22
ford fusion se fwd,ford,2016,149209.0,,,unknown,,,unknown,8995.0,USD,United States,0.0,0.0,white , black ,7964.41
jeep grand cherokee limited 4wd,jeep,2017,44743.0,,,unknown,,,unknown,27175.0,USD,United States,0.0,0.0,white , beige ,24061.45
dodge grand caravan sxt,dodge,2019,55040.0,,,unknown,,,unknown,16597.0,USD,United States,0.0,0.0,silver , black ,14695.41
ford f-150 xlt supercrew 5.5' box 4wd,ford,2017,221924.0,,,unknown,,,unknown,22920.0,USD,United States,0.0,0.0,silver , gray ,20293.96
bmw 3 series 330i rwd,bmw,2020,33626.0,,,unknown,,,unknown,29996.0,USD,United States,0.0,0.0,gray , beige ,26559.23
hyundai accent se sedan automatic,hyundai,2017,66796.0,,,unknown,,,unknown,7985.0,USD,United States,0.0,1.0,gray , gray ,7070.13
honda civic lx sedan cvt,honda,2017,87146.0,,,unknown,,,unknown,12999.0,USD,United States,0.0,2.0,gray , gray ,11509.65
jeep compass sport fwd,jeep,2014,178827.0,,,unknown,,,unknown,6500.0,USD,United States,0.0,0.0,white , gray ,5755.27
nissan sentra sv cvt,nissan,2019,61469.0,,,unknown,,,unknown,11445.0,USD,United States,0.0,0.0,white , black ,10133.7
lexus es es 350,lexus,2017,26810.0,,,unknown,,,unknown,25588.0,USD,United States,0.0,0.0,white , beige ,22656.28
honda civic lx sedan cvt,honda,2017,58121.0,,,unknown,,,unknown,13495.0,USD,United States,0.0,0.0,black , black ,11948.82
hyundai elantra sel 2.0l automatic,hyundai,2019,45696.0,,,unknown,,,unknown,11848.0,USD,United States,0.0,0.0,silver , gray ,10490.53
pontiac grand prix 4dr sedan,pontiac,2007,306635.0,,,unknown,,,unknown,3488.0,USD,United States,0.0,0.0,silver , unknown ,3088.37
chevrolet corvette coupe,chevrolet,1999,139926.0,,,unknown,,,unknown,12990.0,USD,United States,0.0,0.0,red , black ,11501.68
kia forte ex sedan automatic,kia,2011,159975.0,,,unknown,,,unknown,4978.0,USD,United States,0.0,0.0,white , brown ,4407.65
toyota corolla le cvt,toyota,2017,115171.0,,,unknown,,,unknown,11972.0,USD,United States,0.0,1.0,black , unknown ,10600.32
ford edge sel awd,ford,2017,79851.0,,,unknown,,,unknown,15993.0,USD,United States,0.0,1.0,black , unknown ,14160.62
toyota camry se i4 automatic,toyota,2017,53630.0,,,unknown,,,unknown,17311.0,USD,United States,0.0,0.0,silver , unknown ,15327.61
chrysler 300 s awd,chrysler,2017,73919.0,,,unknown,,,unknown,16699.0,USD,United States,0.0,2.0,gray , black ,14785.73
honda cr-v ex-l awd,honda,2016,72012.0,,,unknown,,,unknown,15995.0,USD,United States,0.0,1.0,white , black ,14162.39
chevrolet express passenger 3500 lt lwb,chevrolet,2019,44688.0,,,unknown,,,unknown,22790.0,USD,United States,0.0,0.0,white , gray ,20178.86
ford fusion se fwd,ford,2017,120588.0,,,unknown,,,unknown,11999.0,USD,United States,0.0,1.0,white , unknown ,10624.23
kia forte lx sedan automatic,kia,2017,180247.0,,,unknown,,,unknown,6999.0,USD,United States,0.0,0.0,black , gray ,6197.1
chevrolet malibu limited lt,chevrolet,2016,65468.0,,,unknown,,,unknown,10990.0,USD,United States,0.0,0.0,white , black ,9730.83
ford escape se fwd,ford,2017,54105.0,,,unknown,,,unknown,14999.0,USD,United States,0.0,0.0,gray , black ,13280.5
ford ecosport titanium 4wd,ford,2019,44469.0,,,unknown,,,unknown,13798.0,USD,United States,0.0,0.0,white , gray ,12217.11
dodge grand caravan sxt,dodge,2019,62602.0,,,unknown,,,unknown,14445.0,USD,United States,0.0,0.0,red , black ,12789.98
ford escape titanium 4wd,ford,2017,44860.0,,,unknown,,,unknown,17888.0,USD,United States,0.0,0.0,gray , black ,15838.5
