name,mark,year,mileage,engine_power,fuel,consumption,ecology,gearbox,country,engine_size,accidents,exterior,interior,price
mercedes-benz 190,mercedes,1988,99000.0,0.20593368237347295,Gasoline,6.65,162.9596214511041,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3499.0
skoda fabia,skoda,2010,119900.0,0.20593368237347295,Gasoline,5.2,123.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3499.0
bmw 320,bmw,2008,226000.0,0.20593368237347295,Diesel,4.9,131.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3500.0
mercedes-benz e 240,mercedes,2004,204098.0,0.20593368237347295,Gasoline,10.3,247.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3500.0
opel corsa,opel,2007,152000.0,0.20593368237347295,Gasoline,5.7,137.0,Semi-automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3500.0
mercedes-benz e 230,mercedes,1987,240400.0,0.20593368237347295,Gasoline,6.65,162.9596214511041,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3500.0
skoda fabia,skoda,2011,102571.0,0.20593368237347295,Gasoline,5.9,140.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3590.0
hyundai santa fe,hyundai,2007,173706.0,0.20593368237347295,Diesel,7.3,193.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3590.0
mercedes-benz slk 200,mercedes,2003,230000.0,0.20593368237347295,Gasoline,9.5,228.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3600.0
volvo xc90,volvo,2004,350000.0,0.20593368237347295,Diesel,9.1,242.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3600.0
mazda 6,mazda,2002,180000.0,0.20593368237347295,Gasoline,9.1,218.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3600.0
ford fiesta,ford,2010,63729.0,0.20593368237347295,Gasoline,5.7,135.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3645.0
mitsubishi colt,mitsubishi,2011,117100.0,0.20593368237347295,Gasoline,4.9,115.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3677.0
volkswagen touran,volkswagen,2006,220000.0,0.20593368237347295,Diesel,6.6,175.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3680.0
opel astra,opel,2005,77000.0,0.20593368237347295,Gasoline,6.5,156.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3690.0
smart fortwo,smart,2009,94500.0,0.20593368237347295,Gasoline,6.65,162.9596214511041,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3699.0
volkswagen sharan,volkswagen,2002,199876.0,0.20593368237347295,Diesel,6.6,178.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3699.0
bmw 318,bmw,2004,185000.0,0.20593368237347295,Gasoline,6.6,154.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3699.0
fiat grande punto,fiat,2009,104610.0,0.20593368237347295,Gasoline,5.9,139.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3700.0
ford transit connect,ford,2007,122000.0,0.20593368237347295,Diesel,6.3,171.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3700.0
audi a3,audi,2007,245000.0,0.20593368237347295,Diesel,5.7,154.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3750.0
bmw x5,bmw,2001,250000.0,0.20593368237347295,Diesel,8.6,228.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3750.0
peugeot 207,peugeot,2007,81750.0,0.20593368237347295,Gasoline,7.2,171.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3750.0
seat leon,seat,2007,163400.0,0.20593368237347295,Gasoline,7.6,180.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3780.0
mercedes-benz a 180,mercedes,2005,105200.0,0.20593368237347295,Diesel,6.1,159.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3790.0
ford ranger,ford,2000,222100.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3790.0
renault twingo,renault,2013,129000.0,0.20593368237347295,Diesel,3.4,90.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3799.0
audi a3,audi,2004,122513.0,0.20593368237347295,Diesel,5.9,159.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3845.0
fiat panda,fiat,2010,44500.0,0.20593368237347295,Gasoline,5.7,135.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3850.0
volkswagen golf,volkswagen,2005,161000.0,0.20593368237347295,Gasoline,7.2,187.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3850.0
mazda 6,mazda,2003,96750.0,0.20593368237347295,Gasoline,9.1,218.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3850.0
ford fiesta,ford,2009,98200.0,0.20593368237347295,Gasoline,5.7,133.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3872.0
audi 100,audi,1990,176000.0,0.20593368237347295,Gasoline,6.65,162.9596214511041,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3888.0
smart fortwo,smart,2011,113000.0,0.20593368237347295,Gasoline,4.2,97.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3900.0
opel astra,opel,2001,130000.0,0.20593368237347295,Gasoline,8.7,209.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3900.0
renault twingo,renault,2008,130945.0,0.20593368237347295,Gasoline,5.7,135.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3900.0
ford s-max,ford,2010,232313.0,0.20593368237347295,Diesel,6.0,159.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3940.0
renault twingo,renault,2010,123600.0,0.20593368237347295,Gasoline,6.65,162.9596214511041,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3945.0
peugeot 107,peugeot,2011,76600.0,0.20593368237347295,Gasoline,4.5,107.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3950.0
volvo 960,volvo,1997,295000.0,0.20593368237347295,Gasoline,6.65,162.9596214511041,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3950.0
seat leon,seat,2000,77000.0,0.20593368237347295,Gasoline,8.5,204.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3950.0
mercedes-benz c 220,mercedes,2002,99800.0,0.20593368237347295,Diesel,6.7,178.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3950.0
ford c-max,ford,2004,118166.0,0.20593368237347295,Gasoline,7.1,172.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3980.0
opel zafira,opel,2007,210800.0,0.20593368237347295,Diesel,6.2,165.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3980.0
volkswagen golf,volkswagen,2004,165000.0,0.20593368237347295,Gasoline,7.1,170.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3980.0
volkswagen golf,volkswagen,2004,142000.0,0.20593368237347295,Gasoline,8.2,195.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
volkswagen golf,volkswagen,2007,226000.0,0.20593368237347295,Gasoline,8.1,189.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
chevrolet cruze,chevrolet,2012,179564.0,0.20593368237347295,Diesel,5.4,143.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
renault megane,renault,2005,85000.0,0.20593368237347295,Gasoline,7.0,166.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
mazda cx-7,mazda,2010,207911.0,0.20593368237347295,Diesel,7.5,199.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
peugeot 107,peugeot,2010,80000.0,0.20593368237347295,Gasoline,4.6,108.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
opel astra,opel,2008,149000.0,0.20593368237347295,Gasoline,6.3,151.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
citroen nemo,citroen,2010,99409.0,0.20593368237347295,Diesel,4.5,119.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
opel meriva,opel,2004,90580.0,0.20593368237347295,Gasoline,7.5,178.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
bmw 318,bmw,2009,304738.0,0.20593368237347295,Diesel,5.1,125.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
mercedes-benz c 200,mercedes,2001,162700.0,0.20593368237347295,Gasoline,9.5,228.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
chevrolet spark,chevrolet,2011,79871.0,0.20593368237347295,Gasoline,5.1,119.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
mercedes-benz 230,mercedes,1991,261700.0,0.20593368237347295,Gasoline,6.65,162.9596214511041,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3990.0
kia sportage,kia,2005,139800.0,0.20593368237347295,Gasoline,6.65,162.9596214511041,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3998.0
mazda mx-5,mazda,2003,139000.0,0.20593368237347295,Gasoline,8.7,210.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
volvo xc90,volvo,2005,334999.0,0.20593368237347295,Diesel,9.1,242.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
renault kangoo,renault,2007,87000.0,0.20593368237347295,Diesel,5.5,147.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
mercedes-benz c 180,mercedes,2004,185000.0,0.20593368237347295,Gasoline,7.9,190.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
fiat 500,fiat,2009,139980.0,0.20593368237347295,Gasoline,6.65,162.9596214511041,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
hyundai i10,hyundai,2010,48000.0,0.20593368237347295,Gasoline,5.0,119.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
ford transit courier,ford,2016,274000.0,0.20593368237347295,Diesel,4.1,109.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
dacia sandero,dacia,2012,66000.0,0.20593368237347295,Gasoline,5.9,139.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
renault megane,renault,2010,125000.0,0.20593368237347295,Gasoline,6.7,159.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
bmw 116,bmw,2005,120000.0,0.20593368237347295,Gasoline,7.5,181.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
toyota avensis,toyota,2004,150000.0,0.20593368237347295,Gasoline,7.2,171.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
bmw 318,bmw,2006,147000.0,0.20593368237347295,Gasoline,7.6,182.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,3999.0
dacia sandero,dacia,2012,168839.0,0.20593368237347295,Gasoline,7.3,173.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4000.0
ford c-max,ford,2008,85236.0,0.20593368237347295,Diesel,6.1,159.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4000.0
mercedes-benz e 220,mercedes,2004,145000.0,0.20593368237347295,Diesel,6.3,167.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4000.0
honda cr-v,honda,2005,130000.0,0.20593368237347295,Diesel,6.7,177.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4100.0
volkswagen polo,volkswagen,2007,123900.0,0.20593368237347295,Diesel,4.5,118.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4180.0
opel astra,opel,1998,47632.0,0.20593368237347295,Gasoline,8.2,197.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4180.0
hyundai getz,hyundai,2008,89990.0,0.20593368237347295,Gasoline,5.5,130.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4199.0
opel tigra,opel,2005,74200.0,0.20593368237347295,Gasoline,7.7,185.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4200.0
skoda octavia,skoda,2006,215000.0,0.20593368237347295,Diesel,6.0,159.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4200.0
citroen ds,citroen,2010,139063.0,0.20593368237347295,Diesel,4.5,118.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4200.0
renault twingo,renault,2008,99000.0,0.20593368237347295,Gasoline,5.7,132.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4250.0
fiat punto evo,fiat,2011,150000.0,0.20593368237347295,Diesel,4.1,104.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4250.0
ford focus,ford,2010,264964.0,0.20593368237347295,Diesel,5.8,154.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4250.0
chevrolet cruze,chevrolet,2013,79000.0,0.20593368237347295,Diesel,4.6,167.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4250.0
citroen c3,citroen,2003,81175.0,0.20593368237347295,Gasoline,6.0,140.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4300.0
fiat doblo,fiat,2011,62000.0,0.20593368237347295,Gasoline,7.4,174.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4350.0
audi a4,audi,2008,241000.0,0.20593368237347295,Diesel,7.2,189.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4399.0
citroen c1,citroen,2014,69000.0,0.20593368237347295,Gasoline,4.3,102.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4399.0
bmw 116,bmw,2009,174900.0,0.20593368237347295,Gasoline,3.8,99.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4399.0
chevrolet spark,chevrolet,2010,85697.0,0.20593368237347295,Gasoline,6.65,162.9596214511041,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4440.0
bmw 320,bmw,2002,180000.0,0.20593368237347295,Gasoline,8.9,213.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4444.0
renault clio,renault,2011,165930.0,0.20593368237347295,Gasoline,5.5,135.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4445.0
opel meriva,opel,2009,91000.0,0.20593368237347295,Gasoline,6.2,148.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4450.0
toyota corolla verso,toyota,2005,129000.0,0.20593368237347295,Gasoline,7.5,179.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4450.0
renault twingo,renault,2012,91978.0,0.20593368237347295,Gasoline,5.7,135.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4490.0
skoda citigo,skoda,2013,70000.0,0.20593368237347295,Gasoline,4.2,98.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4490.0
smart fortwo,smart,2009,47000.0,0.20593368237347295,Gasoline,4.3,98.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4490.0
mercedes-benz viano,mercedes,2005,345000.0,0.20593368237347295,Diesel,9.8,258.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4490.0
bmw x3,bmw,2005,320000.0,0.20593368237347295,Diesel,8.4,224.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4499.0
peugeot 307,peugeot,2005,149917.0,0.20593368237347295,Gasoline,8.1,192.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4499.0
volkswagen up!,volkswagen,2012,92000.0,0.20593368237347295,Gasoline,4.5,105.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4499.0
renault wind,renault,2011,61291.0,0.20593368237347295,Gasoline,6.0,139.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4500.0
volkswagen golf,volkswagen,2010,131099.0,0.20593368237347295,Gasoline,6.2,144.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4500.0
suzuki ignis,suzuki,2002,60000.0,0.20593368237347295,Gasoline,6.4,150.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4500.0
opel tigra,opel,2007,79000.0,0.20593368237347295,Gasoline,7.7,185.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4500.0
mini cooper clubman,mini,2009,200000.0,0.20593368237347295,Diesel,4.5,121.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4600.0
peugeot 206,peugeot,2012,60600.0,0.20593368237347295,Gasoline,5.7,135.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4600.0
bmw 320,bmw,2005,280000.0,0.20593368237347295,Diesel,6.7,179.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4650.0
opel corsa,opel,2012,79337.0,0.20593368237347295,Gasoline,5.3,125.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4650.0
opel combo,opel,2009,150000.0,0.20593368237347295,Diesel,5.2,140.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4699.0
opel zafira,opel,1999,64750.0,0.20593368237347295,Gasoline,8.3,200.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4699.0
hyundai getz,hyundai,2008,49950.0,0.20593368237347295,Gasoline,5.5,130.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4699.0
toyota land cruiser,toyota,1997,207000.0,0.20593368237347295,Diesel,13.2,316.8,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4700.0
mercedes-benz b 200,mercedes,2007,200000.0,0.20593368237347295,Diesel,6.3,165.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4750.0
audi a6,audi,2007,282380.0,0.20593368237347295,Diesel,6.7,181.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4750.0
opel astra,opel,2007,118775.0,0.20593368237347295,Gasoline,6.4,158.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4750.0
daihatsu sirion,daihatsu,2007,70700.0,0.20593368237347295,Gasoline,6.3,148.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4750.0
volkswagen polo,volkswagen,2007,122000.0,0.20593368237347295,Gasoline,6.3,151.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4780.0
volkswagen golf,volkswagen,2006,95600.0,0.20593368237347295,Gasoline,6.9,165.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4950.0
volkswagen golf,volkswagen,2008,141056.0,0.20593368237347295,Diesel,5.2,137.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4950.0
ford ka/ka+,ford,2012,48000.0,0.20593368237347295,Gasoline,4.9,115.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4950.0
mercedes-benz e 200,mercedes,2011,324000.0,0.20593368237347295,Diesel,5.9,153.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4950.0
mercedes-benz e 200,mercedes,2011,365000.0,0.20593368237347295,Diesel,5.9,153.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4950.0
opel corsa,opel,2009,114700.0,0.20593368237347295,Gasoline,5.8,139.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4960.0
seat ibiza,seat,2012,99620.0,0.20593368237347295,Gasoline,5.4,125.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4980.0
audi a3,audi,2004,148200.0,0.20593368237347295,Gasoline,7.0,168.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4980.0
mercedes-benz e 280,mercedes,1996,86353.0,0.20593368237347295,Gasoline,7.5,183.4,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4980.0
mitsubishi pajero,mitsubishi,2004,191722.0,0.20593368237347295,Diesel,10.5,284.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
peugeot 107,peugeot,2013,18450.0,0.20593368237347295,Gasoline,4.3,99.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
citroen c4 picasso,citroen,2011,99633.0,0.20593368237347295,Gasoline,6.9,159.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
dacia sandero,dacia,2013,70109.0,0.20593368237347295,Gasoline,5.8,135.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
ford focus,ford,2011,182523.0,0.20593368237347295,Diesel,4.2,109.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
chevrolet spark,chevrolet,2013,63176.0,0.20593368237347295,Gasoline,5.0,118.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
volkswagen touran,volkswagen,2009,238000.0,0.20593368237347295,Diesel,6.1,161.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
bmw 316,bmw,1994,118000.0,0.20593368237347295,Gasoline,7.7,188.1,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
opel zafira,opel,2009,200000.0,0.20593368237347295,Diesel,7.2,194.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
ford fiesta,ford,2014,144937.0,0.20593368237347295,Gasoline,5.2,123.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
renault twingo,renault,2012,98340.0,0.20593368237347295,Gasoline,4.5,105.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
bmw 520,bmw,2007,170000.0,0.20593368237347295,Diesel,6.9,185.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
skoda fabia,skoda,2010,88350.0,0.20593368237347295,Gasoline,5.9,140.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
mercedes-benz c 230,mercedes,2004,221600.0,0.20593368237347295,Gasoline,9.2,221.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
volkswagen golf,volkswagen,2006,120500.0,0.20593368237347295,Gasoline,6.6,156.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
volkswagen golf,volkswagen,2009,62900.0,0.20593368237347295,Gasoline,6.4,149.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
opel corsa,opel,2014,95600.0,0.20593368237347295,Gasoline,5.5,130.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
toyota yaris,toyota,2011,113000.0,0.20593368237347295,Gasoline,5.4,127.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
mitsubishi outlander,mitsubishi,2006,171809.0,0.20593368237347295,Gasoline,9.8,233.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
opel astra,opel,2010,101897.0,0.20593368237347295,Gasoline,6.3,151.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
audi a4,audi,2002,137499.0,0.20593368237347295,Gasoline,8.1,194.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
kia ceed / cee'd,kia,2010,67280.0,0.20593368237347295,Gasoline,5.8,139.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
bmw 330,bmw,2002,292000.0,0.20593368237347295,Gasoline,9.1,218.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
bmw 520,bmw,2008,234783.0,0.20593368237347295,Diesel,7.7,189.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
nissan micra,nissan,2007,133100.0,0.20593368237347295,Gasoline,6.6,156.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
alfa romeo 145,alfa,1998,43000.0,0.20593368237347295,Gasoline,6.65,0.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4990.0
mazda rx-8,mazda,2004,99455.0,0.20593368237347295,Gasoline,10.8,267.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4995.0
audi a4,audi,2003,199799.0,0.20593368237347295,Diesel,7.3,197.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4998.0
opel insignia,opel,2011,290000.0,0.20593368237347295,Diesel,5.6,149.0,Automatic,Germany,0.0,0.20593368237347295,unknown,unknown,4999.0
daihatsu terios,daihatsu,2006,74300.0,0.20593368237347295,Gasoline,7.9,186.0,Manual,Germany,0.0,0.20593368237347295,unknown,unknown,4999.0
